K,SepalLength,SepalWidth,PetalLength,PetalWidth,TrueClass,Cluster
38,7.3,2.9,6.3,1.8,Iris-virginica,30
38,6.7,2.5,5.8,1.8,Iris-virginica,35
38,7.2,3.6,6.1,2.5,Iris-virginica,25
38,6.5,3.2,5.1,2,Iris-virginica,31
38,6.4,2.7,5.3,1.9,Iris-virginica,10
38,6.8,3,5.5,2.1,Iris-virginica,11
38,5.7,2.5,5,2,Iris-virginica,22
38,5.8,2.8,5.1,2.4,Iris-virginica,22
38,6.4,3.2,5.3,2.3,Iris-virginica,31
38,6.5,3,5.5,1.8,Iris-virginica,35
38,7.7,3.8,6.7,2.2,Iris-virginica,30
38,7.7,2.6,6.9,2.3,Iris-virginica,30
38,6,2.2,5,1.5,Iris-virginica,23
38,6.9,3.2,5.7,2.3,Iris-virginica,25
38,5.6,2.8,4.9,2,Iris-virginica,22
38,7.7,2.8,6.7,2,Iris-virginica,30
38,6.3,2.7,4.9,1.8,Iris-virginica,10
38,6.7,3.3,5.7,2.1,Iris-virginica,25
38,7.2,3.2,6,1.8,Iris-virginica,30
38,6.2,2.8,4.8,1.8,Iris-virginica,10
38,6.1,3,4.9,1.8,Iris-virginica,22
38,6.4,2.8,5.6,2.1,Iris-virginica,35
38,7.2,3,5.8,1.6,Iris-virginica,30
38,7.4,2.8,6.1,1.9,Iris-virginica,30
38,7.9,3.8,6.4,2,Iris-virginica,30
38,6.4,2.8,5.6,2.2,Iris-virginica,35
38,6.3,2.8,5.1,1.5,Iris-virginica,10
38,6.1,2.6,5.6,1.4,Iris-virginica,35
38,7.7,3,6.1,2.3,Iris-virginica,30
38,6.3,3.4,5.6,2.4,Iris-virginica,16
38,6.4,3.1,5.5,1.8,Iris-virginica,35
38,6,3,4.8,1.8,Iris-virginica,22
38,6.9,3.1,5.4,2.1,Iris-virginica,11
38,6.7,3.1,5.6,2.4,Iris-virginica,25
38,6.9,3.1,5.1,2.3,Iris-virginica,11
38,5.8,2.7,5.1,1.9,Iris-virginica,22
38,6.8,3.2,5.9,2.3,Iris-virginica,25
38,6.7,3.3,5.7,2.5,Iris-virginica,25
38,6.7,3,5.2,2.3,Iris-virginica,11
38,6.3,2.5,5,1.9,Iris-virginica,10
38,6.5,3,5.2,2,Iris-virginica,31
38,6.2,3.4,5.4,2.3,Iris-virginica,16
38,5.9,3,5.1,1.8,Iris-virginica,22
39,5.1,3.5,1.4,0.2,Iris-setosa,30
39,4.9,3,1.4,0.2,Iris-setosa,15
39,4.7,3.2,1.3,0.2,Iris-setosa,27
39,4.6,3.1,1.5,0.2,Iris-setosa,27
39,5,3.6,1.4,0.2,Iris-setosa,30
39,5.4,3.9,1.7,0.4,Iris-setosa,20
39,4.6,3.4,1.4,0.3,Iris-setosa,36
39,5,3.4,1.5,0.2,Iris-setosa,31
39,4.4,2.9,1.4,0.2,Iris-setosa,7
39,4.9,3.1,1.5,0.1,Iris-setosa,15
39,5.4,3.7,1.5,0.2,Iris-setosa,29
39,4.8,3.4,1.6,0.2,Iris-setosa,4
39,4.8,3,1.4,0.1,Iris-setosa,15
39,4.3,3,1.1,0.1,Iris-setosa,7
39,5.8,4,1.2,0.2,Iris-setosa,25
39,5.7,4.4,1.5,0.4,Iris-setosa,20
39,5.4,3.9,1.3,0.4,Iris-setosa,20
39,5.1,3.5,1.4,0.3,Iris-setosa,30
39,5.7,3.8,1.7,0.3,Iris-setosa,20
39,5.1,3.8,1.5,0.3,Iris-setosa,29
39,5.4,3.4,1.7,0.2,Iris-setosa,37
39,5.1,3.7,1.5,0.4,Iris-setosa,29
39,4.6,3.6,1,0.2,Iris-setosa,35
39,5.1,3.3,1.7,0.5,Iris-setosa,18
39,4.8,3.4,1.9,0.2,Iris-setosa,4
39,5,3,1.6,0.2,Iris-setosa,15
39,5,3.4,1.6,0.4,Iris-setosa,18
39,5.2,3.5,1.5,0.2,Iris-setosa,37
39,5.2,3.4,1.4,0.2,Iris-setosa,37
39,4.7,3.2,1.6,0.2,Iris-setosa,4
39,4.8,3.1,1.6,0.2,Iris-setosa,15
39,5.4,3.4,1.5,0.4,Iris-setosa,37
39,5.2,4.1,1.5,0.1,Iris-setosa,29
39,5.5,4.2,1.4,0.2,Iris-setosa,20
39,4.9,3.1,1.5,0.1,Iris-setosa,15
39,5,3.2,1.2,0.2,Iris-setosa,31
39,5.5,3.5,1.3,0.2,Iris-setosa,25
39,4.9,3.1,1.5,0.1,Iris-setosa,15
39,4.4,3,1.3,0.2,Iris-setosa,7
39,5.1,3.4,1.5,0.2,Iris-setosa,37
39,5,3.5,1.3,0.3,Iris-setosa,30
39,4.5,2.3,1.3,0.3,Iris-setosa,19
39,4.4,3.2,1.3,0.2,Iris-setosa,27
39,5,3.5,1.6,0.6,Iris-setosa,18
39,5.1,3.8,1.9,0.4,Iris-setosa,29
39,4.8,3,1.4,0.3,Iris-setosa,15
39,5.1,3.8,1.6,0.2,Iris-setosa,29
39,4.6,3.2,1.4,0.2,Iris-setosa,27
39,5.3,3.7,1.5,0.2,Iris-setosa,29
39,5,3.3,1.4,0.2,Iris-setosa,31
39,7,3.2,4.7,1.4,Iris-versicolor,33
39,6.4,3.2,4.5,1.5,Iris-versicolor,13
39,6.9,3.1,4.9,1.5,Iris-versicolor,33
39,5.5,2.3,4,1.3,Iris-versicolor,24
39,6.5,2.8,4.6,1.5,Iris-versicolor,13
39,5.7,2.8,4.5,1.3,Iris-versicolor,5
39,6.3,3.3,4.7,1.6,Iris-versicolor,11
39,4.9,2.4,3.3,1,Iris-versicolor,10
39,6.6,2.9,4.6,1.3,Iris-versicolor,13
39,5.2,2.7,3.9,1.4,Iris-versicolor,24
39,5,2,3.5,1,Iris-versicolor,10
39,5.9,3,4.2,1.5,Iris-versicolor,6
39,6,2.2,4,1,Iris-versicolor,32
39,6.1,2.9,4.7,1.4,Iris-versicolor,34
39,5.6,2.9,3.6,1.3,Iris-versicolor,14
39,6.7,3.1,4.4,1.4,Iris-versicolor,13
39,5.6,3,4.5,1.5,Iris-versicolor,6
39,5.8,2.7,4.1,1,Iris-versicolor,24
39,6.2,2.2,4.5,1.5,Iris-versicolor,26
39,5.6,2.5,3.9,1.1,Iris-versicolor,14
39,5.9,3.2,4.8,1.8,Iris-versicolor,1
39,6.1,2.8,4,1.3,Iris-versicolor,6
39,6.3,2.5,4.9,1.5,Iris-versicolor,26
39,6.1,2.8,4.7,1.2,Iris-versicolor,5
39,6.4,2.9,4.3,1.3,Iris-versicolor,13
39,6.6,3,4.4,1.4,Iris-versicolor,13
39,6.8,2.8,4.8,1.4,Iris-versicolor,33
39,6.7,3,5,1.7,Iris-versicolor,33
39,6,2.9,4.5,1.5,Iris-versicolor,34
39,5.7,2.6,3.5,1,Iris-versicolor,14
39,5.5,2.4,3.8,1.1,Iris-versicolor,14
39,5.5,2.4,3.7,1,Iris-versicolor,14
39,5.8,2.7,3.9,1.2,Iris-versicolor,24
39,6,2.7,5.1,1.6,Iris-versicolor,8
39,5.4,3,4.5,1.5,Iris-versicolor,6
39,6,3.4,4.5,1.6,Iris-versicolor,11
39,6.7,3.1,4.7,1.5,Iris-versicolor,33
39,6.3,2.3,4.4,1.3,Iris-versicolor,26
39,5.6,3,4.1,1.3,Iris-versicolor,6
39,5.5,2.5,4,1.3,Iris-versicolor,24
39,5.5,2.6,4.4,1.2,Iris-versicolor,24
39,6.1,3,4.6,1.4,Iris-versicolor,34
39,5.8,2.6,4,1.2,Iris-versicolor,24
39,5,2.3,3.3,1,Iris-versicolor,10
39,5.6,2.7,4.2,1.3,Iris-versicolor,24
39,5.7,3,4.2,1.2,Iris-versicolor,6
39,5.7,2.9,4.2,1.3,Iris-versicolor,6
39,6.2,2.9,4.3,1.3,Iris-versicolor,34
39,5.1,2.5,3,1.1,Iris-versicolor,10
39,5.7,2.8,4.1,1.3,Iris-versicolor,6
39,6.3,3.3,6,2.5,Iris-virginica,3
39,5.8,2.7,5.1,1.9,Iris-virginica,17
39,7.1,3,5.9,2.1,Iris-virginica,16
39,6.3,2.9,5.6,1.8,Iris-virginica,0
39,6.5,3,5.8,2.2,Iris-virginica,28
39,7.6,3,6.6,2.1,Iris-virginica,12
39,4.9,2.5,4.5,1.7,Iris-virginica,38
39,7.3,2.9,6.3,1.8,Iris-virginica,12
39,6.7,2.5,5.8,1.8,Iris-virginica,0
39,7.2,3.6,6.1,2.5,Iris-virginica,9
39,6.5,3.2,5.1,2,Iris-virginica,23
39,6.4,2.7,5.3,1.9,Iris-virginica,21
39,6.8,3,5.5,2.1,Iris-virginica,28
39,5.7,2.5,5,2,Iris-virginica,17
39,5.8,2.8,5.1,2.4,Iris-virginica,2
39,6.4,3.2,5.3,2.3,Iris-virginica,28
39,6.5,3,5.5,1.8,Iris-virginica,28
39,7.7,3.8,6.7,2.2,Iris-virginica,12
39,7.7,2.6,6.9,2.3,Iris-virginica,12
39,6,2.2,5,1.5,Iris-virginica,26
39,6.9,3.2,5.7,2.3,Iris-virginica,16
39,5.6,2.8,4.9,2,Iris-virginica,22
39,7.7,2.8,6.7,2,Iris-virginica,12
39,6.3,2.7,4.9,1.8,Iris-virginica,21
39,6.7,3.3,5.7,2.1,Iris-virginica,16
39,7.2,3.2,6,1.8,Iris-virginica,12
39,6.2,2.8,4.8,1.8,Iris-virginica,21
39,6.1,3,4.9,1.8,Iris-virginica,1
39,6.4,2.8,5.6,2.1,Iris-virginica,28
39,7.2,3,5.8,1.6,Iris-virginica,12
39,7.4,2.8,6.1,1.9,Iris-virginica,12
39,7.9,3.8,6.4,2,Iris-virginica,12
39,6.4,2.8,5.6,2.2,Iris-virginica,28
39,6.3,2.8,5.1,1.5,Iris-virginica,21
39,6.1,2.6,5.6,1.4,Iris-virginica,0
39,7.7,3,6.1,2.3,Iris-virginica,12
39,6.3,3.4,5.6,2.4,Iris-virginica,3
39,6.4,3.1,5.5,1.8,Iris-virginica,28
39,6,3,4.8,1.8,Iris-virginica,1
39,6.9,3.1,5.4,2.1,Iris-virginica,23
39,6.7,3.1,5.6,2.4,Iris-virginica,16
39,6.9,3.1,5.1,2.3,Iris-virginica,23
39,5.8,2.7,5.1,1.9,Iris-virginica,17
39,6.8,3.2,5.9,2.3,Iris-virginica,16
39,6.7,3.3,5.7,2.5,Iris-virginica,16
39,6.7,3,5.2,2.3,Iris-virginica,23
39,6.3,2.5,5,1.9,Iris-virginica,21
39,6.5,3,5.2,2,Iris-virginica,28
39,6.2,3.4,5.4,2.3,Iris-virginica,3
39,5.9,3,5.1,1.8,Iris-virginica,1
40,5.1,3.5,1.4,0.2,Iris-setosa,6
40,4.9,3,1.4,0.2,Iris-setosa,38
40,4.7,3.2,1.3,0.2,Iris-setosa,27
40,4.6,3.1,1.5,0.2,Iris-setosa,27
40,5,3.6,1.4,0.2,Iris-setosa,6
40,5.4,3.9,1.7,0.4,Iris-setosa,37
40,4.6,3.4,1.4,0.3,Iris-setosa,35
40,5,3.4,1.5,0.2,Iris-setosa,5
40,4.4,2.9,1.4,0.2,Iris-setosa,19
40,4.9,3.1,1.5,0.1,Iris-setosa,8
40,5.4,3.7,1.5,0.2,Iris-setosa,3
40,4.8,3.4,1.6,0.2,Iris-setosa,14
40,4.8,3,1.4,0.1,Iris-setosa,8
40,4.3,3,1.1,0.1,Iris-setosa,19
40,5.8,4,1.2,0.2,Iris-setosa,2
40,5.7,4.4,1.5,0.4,Iris-setosa,2
40,5.4,3.9,1.3,0.4,Iris-setosa,37
40,5.1,3.5,1.4,0.3,Iris-setosa,6
40,5.7,3.8,1.7,0.3,Iris-setosa,37
40,5.1,3.8,1.5,0.3,Iris-setosa,4
40,5.4,3.4,1.7,0.2,Iris-setosa,33
40,5.1,3.7,1.5,0.4,Iris-setosa,4
40,4.6,3.6,1,0.2,Iris-setosa,35
40,5.1,3.3,1.7,0.5,Iris-setosa,14
40,4.8,3.4,1.9,0.2,Iris-setosa,0
40,5,3,1.6,0.2,Iris-setosa,22
40,5,3.4,1.6,0.4,Iris-setosa,14
40,5.2,3.5,1.5,0.2,Iris-setosa,3
40,5.2,3.4,1.4,0.2,Iris-setosa,5
40,4.7,3.2,1.6,0.2,Iris-setosa,27
40,4.8,3.1,1.6,0.2,Iris-setosa,22
40,5.4,3.4,1.5,0.4,Iris-setosa,33
40,5.2,4.1,1.5,0.1,Iris-setosa,39
40,5.5,4.2,1.4,0.2,Iris-setosa,39
40,4.9,3.1,1.5,0.1,Iris-setosa,8
40,5,3.2,1.2,0.2,Iris-setosa,5
40,5.5,3.5,1.3,0.2,Iris-setosa,3
40,4.9,3.1,1.5,0.1,Iris-setosa,8
40,4.4,3,1.3,0.2,Iris-setosa,19
40,5.1,3.4,1.5,0.2,Iris-setosa,5
40,5,3.5,1.3,0.3,Iris-setosa,6
40,4.5,2.3,1.3,0.3,Iris-setosa,34
40,4.4,3.2,1.3,0.2,Iris-setosa,19
40,5,3.5,1.6,0.6,Iris-setosa,14
40,5.1,3.8,1.9,0.4,Iris-setosa,4
40,4.8,3,1.4,0.3,Iris-setosa,38
40,5.1,3.8,1.6,0.2,Iris-setosa,4
40,4.6,3.2,1.4,0.2,Iris-setosa,27
40,5.3,3.7,1.5,0.2,Iris-setosa,3
40,5,3.3,1.4,0.2,Iris-setosa,5
40,7,3.2,4.7,1.4,Iris-versicolor,25
40,6.4,3.2,4.5,1.5,Iris-versicolor,16
40,6.9,3.1,4.9,1.5,Iris-versicolor,25
40,5.5,2.3,4,1.3,Iris-versicolor,1
40,6.5,2.8,4.6,1.5,Iris-versicolor,12
40,5.7,2.8,4.5,1.3,Iris-versicolor,21
40,6.3,3.3,4.7,1.6,Iris-versicolor,16
40,4.9,2.4,3.3,1,Iris-versicolor,11
40,6.6,2.9,4.6,1.3,Iris-versicolor,25
40,5.2,2.7,3.9,1.4,Iris-versicolor,1
40,5,2,3.5,1,Iris-versicolor,11
40,5.9,3,4.2,1.5,Iris-versicolor,21
40,6,2.2,4,1,Iris-versicolor,26
40,6.1,2.9,4.7,1.4,Iris-versicolor,18
40,5.6,2.9,3.6,1.3,Iris-versicolor,26
40,6.7,3.1,4.4,1.4,Iris-versicolor,25
40,5.6,3,4.5,1.5,Iris-versicolor,21
40,5.8,2.7,4.1,1,Iris-versicolor,26
40,6.2,2.2,4.5,1.5,Iris-versicolor,12
40,5.6,2.5,3.9,1.1,Iris-versicolor,26
40,5.9,3.2,4.8,1.8,Iris-versicolor,32
40,6.1,2.8,4,1.3,Iris-versicolor,17
40,6.3,2.5,4.9,1.5,Iris-versicolor,12
40,6.1,2.8,4.7,1.2,Iris-versicolor,18
40,6.4,2.9,4.3,1.3,Iris-versicolor,17
40,6.6,3,4.4,1.4,Iris-versicolor,25
40,6.8,2.8,4.8,1.4,Iris-versicolor,25
40,6.7,3,5,1.7,Iris-versicolor,30
40,6,2.9,4.5,1.5,Iris-versicolor,18
40,5.7,2.6,3.5,1,Iris-versicolor,26
40,5.5,2.4,3.8,1.1,Iris-versicolor,26
40,5.5,2.4,3.7,1,Iris-versicolor,26
40,5.8,2.7,3.9,1.2,Iris-versicolor,26
40,6,2.7,5.1,1.6,Iris-versicolor,7
40,5.4,3,4.5,1.5,Iris-versicolor,21
40,6,3.4,4.5,1.6,Iris-versicolor,16
40,6.7,3.1,4.7,1.5,Iris-versicolor,25
40,6.3,2.3,4.4,1.3,Iris-versicolor,12
40,5.6,3,4.1,1.3,Iris-versicolor,21
40,5.5,2.5,4,1.3,Iris-versicolor,1
40,5.5,2.6,4.4,1.2,Iris-versicolor,21
40,6.1,3,4.6,1.4,Iris-versicolor,18
40,5.8,2.6,4,1.2,Iris-versicolor,26
40,5,2.3,3.3,1,Iris-versicolor,11
40,5.6,2.7,4.2,1.3,Iris-versicolor,21
40,5.7,3,4.2,1.2,Iris-versicolor,21
40,5.7,2.9,4.2,1.3,Iris-versicolor,21
40,6.2,2.9,4.3,1.3,Iris-versicolor,17
40,5.1,2.5,3,1.1,Iris-versicolor,11
40,5.7,2.8,4.1,1.3,Iris-versicolor,21
40,6.3,3.3,6,2.5,Iris-virginica,15
40,5.8,2.7,5.1,1.9,Iris-virginica,7
40,7.1,3,5.9,2.1,Iris-virginica,36
40,6.3,2.9,5.6,1.8,Iris-virginica,24
40,6.5,3,5.8,2.2,Iris-virginica,29
40,7.6,3,6.6,2.1,Iris-virginica,10
40,4.9,2.5,4.5,1.7,Iris-virginica,1
40,7.3,2.9,6.3,1.8,Iris-virginica,10
40,6.7,2.5,5.8,1.8,Iris-virginica,24
40,7.2,3.6,6.1,2.5,Iris-virginica,36
40,6.5,3.2,5.1,2,Iris-virginica,30
40,6.4,2.7,5.3,1.9,Iris-virginica,24
40,6.8,3,5.5,2.1,Iris-virginica,31
40,5.7,2.5,5,2,Iris-virginica,20
40,5.8,2.8,5.1,2.4,Iris-virginica,23
40,6.4,3.2,5.3,2.3,Iris-virginica,28
40,6.5,3,5.5,1.8,Iris-virginica,24
40,7.7,3.8,6.7,2.2,Iris-virginica,9
40,7.7,2.6,6.9,2.3,Iris-virginica,10
40,6,2.2,5,1.5,Iris-virginica,20
40,6.9,3.2,5.7,2.3,Iris-virginica,29
40,5.6,2.8,4.9,2,Iris-virginica,23
40,7.7,2.8,6.7,2,Iris-virginica,10
40,6.3,2.7,4.9,1.8,Iris-virginica,12
40,6.7,3.3,5.7,2.1,Iris-virginica,29
40,7.2,3.2,6,1.8,Iris-virginica,36
40,6.2,2.8,4.8,1.8,Iris-virginica,32
40,6.1,3,4.9,1.8,Iris-virginica,32
40,6.4,2.8,5.6,2.1,Iris-virginica,24
40,7.2,3,5.8,1.6,Iris-virginica,31
40,7.4,2.8,6.1,1.9,Iris-virginica,10
40,7.9,3.8,6.4,2,Iris-virginica,9
40,6.4,2.8,5.6,2.2,Iris-virginica,24
40,6.3,2.8,5.1,1.5,Iris-virginica,12
40,6.1,2.6,5.6,1.4,Iris-virginica,24
40,7.7,3,6.1,2.3,Iris-virginica,10
40,6.3,3.4,5.6,2.4,Iris-virginica,15
40,6.4,3.1,5.5,1.8,Iris-virginica,24
40,6,3,4.8,1.8,Iris-virginica,32
40,6.9,3.1,5.4,2.1,Iris-virginica,31
40,6.7,3.1,5.6,2.4,Iris-virginica,29
40,6.9,3.1,5.1,2.3,Iris-virginica,13
40,5.8,2.7,5.1,1.9,Iris-virginica,7
40,6.8,3.2,5.9,2.3,Iris-virginica,29
40,6.7,3.3,5.7,2.5,Iris-virginica,29
40,6.7,3,5.2,2.3,Iris-virginica,13
40,6.3,2.5,5,1.9,Iris-virginica,7
40,6.5,3,5.2,2,Iris-virginica,30
40,6.2,3.4,5.4,2.3,Iris-virginica,15
40,5.9,3,5.1,1.8,Iris-virginica,32
41,5.1,3.5,1.4,0.2,Iris-setosa,25
41,4.9,3,1.4,0.2,Iris-setosa,27
41,4.7,3.2,1.3,0.2,Iris-setosa,15
41,4.6,3.1,1.5,0.2,Iris-setosa,15
41,5,3.6,1.4,0.2,Iris-setosa,25
41,5.4,3.9,1.7,0.4,Iris-setosa,3
41,4.6,3.4,1.4,0.3,Iris-setosa,14
41,5,3.4,1.5,0.2,Iris-setosa,25
41,4.4,2.9,1.4,0.2,Iris-setosa,26
41,4.9,3.1,1.5,0.1,Iris-setosa,33
41,5.4,3.7,1.5,0.2,Iris-setosa,3
41,4.8,3.4,1.6,0.2,Iris-setosa,12
41,4.8,3,1.4,0.1,Iris-setosa,27
41,4.3,3,1.1,0.1,Iris-setosa,29
41,5.8,4,1.2,0.2,Iris-setosa,6
41,5.7,4.4,1.5,0.4,Iris-setosa,6
41,5.4,3.9,1.3,0.4,Iris-setosa,3
41,5.1,3.5,1.4,0.3,Iris-setosa,25
41,5.7,3.8,1.7,0.3,Iris-setosa,6
41,5.1,3.8,1.5,0.3,Iris-setosa,3
41,5.4,3.4,1.7,0.2,Iris-setosa,16
41,5.1,3.7,1.5,0.4,Iris-setosa,3
41,4.6,3.6,1,0.2,Iris-setosa,19
41,5.1,3.3,1.7,0.5,Iris-setosa,28
41,4.8,3.4,1.9,0.2,Iris-setosa,12
41,5,3,1.6,0.2,Iris-setosa,33
41,5,3.4,1.6,0.4,Iris-setosa,28
41,5.2,3.5,1.5,0.2,Iris-setosa,25
41,5.2,3.4,1.4,0.2,Iris-setosa,25
41,4.7,3.2,1.6,0.2,Iris-setosa,12
41,4.8,3.1,1.6,0.2,Iris-setosa,33
41,5.4,3.4,1.5,0.4,Iris-setosa,16
41,5.2,4.1,1.5,0.1,Iris-setosa,3
41,5.5,4.2,1.4,0.2,Iris-setosa,6
41,4.9,3.1,1.5,0.1,Iris-setosa,33
41,5,3.2,1.2,0.2,Iris-setosa,27
41,5.5,3.5,1.3,0.2,Iris-setosa,16
41,4.9,3.1,1.5,0.1,Iris-setosa,33
41,4.4,3,1.3,0.2,Iris-setosa,26
41,5.1,3.4,1.5,0.2,Iris-setosa,25
41,5,3.5,1.3,0.3,Iris-setosa,25
41,4.5,2.3,1.3,0.3,Iris-setosa,11
41,4.4,3.2,1.3,0.2,Iris-setosa,26
41,5,3.5,1.6,0.6,Iris-setosa,28
41,5.1,3.8,1.9,0.4,Iris-setosa,28
41,4.8,3,1.4,0.3,Iris-setosa,27
41,5.1,3.8,1.6,0.2,Iris-setosa,3
41,4.6,3.2,1.4,0.2,Iris-setosa,15
41,5.3,3.7,1.5,0.2,Iris-setosa,3
41,5,3.3,1.4,0.2,Iris-setosa,25
41,7,3.2,4.7,1.4,Iris-versicolor,9
41,6.4,3.2,4.5,1.5,Iris-versicolor,38
41,6.9,3.1,4.9,1.5,Iris-versicolor,9
41,5.5,2.3,4,1.3,Iris-versicolor,32
41,6.5,2.8,4.6,1.5,Iris-versicolor,38
41,5.7,2.8,4.5,1.3,Iris-versicolor,13
41,6.3,3.3,4.7,1.6,Iris-versicolor,21
41,4.9,2.4,3.3,1,Iris-versicolor,34
41,6.6,2.9,4.6,1.3,Iris-versicolor,38
41,5.2,2.7,3.9,1.4,Iris-versicolor,32
41,5,2,3.5,1,Iris-versicolor,34
41,5.9,3,4.2,1.5,Iris-versicolor,23
41,6,2.2,4,1,Iris-versicolor,1
41,6.1,2.9,4.7,1.4,Iris-versicolor,21
41,5.6,2.9,3.6,1.3,Iris-versicolor,39
41,6.7,3.1,4.4,1.4,Iris-versicolor,38
41,5.6,3,4.5,1.5,Iris-versicolor,23
41,5.8,2.7,4.1,1,Iris-versicolor,39
41,6.2,2.2,4.5,1.5,Iris-versicolor,1
41,5.6,2.5,3.9,1.1,Iris-versicolor,32
41,5.9,3.2,4.8,1.8,Iris-versicolor,23
41,6.1,2.8,4,1.3,Iris-versicolor,39
41,6.3,2.5,4.9,1.5,Iris-versicolor,4
41,6.1,2.8,4.7,1.2,Iris-versicolor,21
41,6.4,2.9,4.3,1.3,Iris-versicolor,20
41,6.6,3,4.4,1.4,Iris-versicolor,38
41,6.8,2.8,4.8,1.4,Iris-versicolor,31
41,6.7,3,5,1.7,Iris-versicolor,31
41,6,2.9,4.5,1.5,Iris-versicolor,23
41,5.7,2.6,3.5,1,Iris-versicolor,32
41,5.5,2.4,3.8,1.1,Iris-versicolor,32
41,5.5,2.4,3.7,1,Iris-versicolor,32
41,5.8,2.7,3.9,1.2,Iris-versicolor,39
41,6,2.7,5.1,1.6,Iris-versicolor,4
41,5.4,3,4.5,1.5,Iris-versicolor,13
41,6,3.4,4.5,1.6,Iris-versicolor,23
41,6.7,3.1,4.7,1.5,Iris-versicolor,9
41,6.3,2.3,4.4,1.3,Iris-versicolor,1
41,5.6,3,4.1,1.3,Iris-versicolor,13
41,5.5,2.5,4,1.3,Iris-versicolor,32
41,5.5,2.6,4.4,1.2,Iris-versicolor,13
41,6.1,3,4.6,1.4,Iris-versicolor,21
41,5.8,2.6,4,1.2,Iris-versicolor,39
41,5,2.3,3.3,1,Iris-versicolor,34
41,5.6,2.7,4.2,1.3,Iris-versicolor,13
41,5.7,3,4.2,1.2,Iris-versicolor,13
41,5.7,2.9,4.2,1.3,Iris-versicolor,13
41,6.2,2.9,4.3,1.3,Iris-versicolor,20
41,5.1,2.5,3,1.1,Iris-versicolor,34
41,5.7,2.8,4.1,1.3,Iris-versicolor,13
41,6.3,3.3,6,2.5,Iris-virginica,8
41,5.8,2.7,5.1,1.9,Iris-virginica,22
41,7.1,3,5.9,2.1,Iris-virginica,10
41,6.3,2.9,5.6,1.8,Iris-virginica,17
41,6.5,3,5.8,2.2,Iris-virginica,24
41,7.6,3,6.6,2.1,Iris-virginica,35
41,4.9,2.5,4.5,1.7,Iris-virginica,36
41,7.3,2.9,6.3,1.8,Iris-virginica,10
41,6.7,2.5,5.8,1.8,Iris-virginica,18
41,7.2,3.6,6.1,2.5,Iris-virginica,2
41,6.5,3.2,5.1,2,Iris-virginica,37
41,6.4,2.7,5.3,1.9,Iris-virginica,37
41,6.8,3,5.5,2.1,Iris-virginica,40
41,5.7,2.5,5,2,Iris-virginica,22
41,5.8,2.8,5.1,2.4,Iris-virginica,22
41,6.4,3.2,5.3,2.3,Iris-virginica,30
41,6.5,3,5.5,1.8,Iris-virginica,17
41,7.7,3.8,6.7,2.2,Iris-virginica,5
41,7.7,2.6,6.9,2.3,Iris-virginica,35
41,6,2.2,5,1.5,Iris-virginica,4
41,6.9,3.2,5.7,2.3,Iris-virginica,8
41,5.6,2.8,4.9,2,Iris-virginica,22
41,7.7,2.8,6.7,2,Iris-virginica,35
41,6.3,2.7,4.9,1.8,Iris-virginica,0
41,6.7,3.3,5.7,2.1,Iris-virginica,8
41,7.2,3.2,6,1.8,Iris-virginica,10
41,6.2,2.8,4.8,1.8,Iris-virginica,0
41,6.1,3,4.9,1.8,Iris-virginica,0
41,6.4,2.8,5.6,2.1,Iris-virginica,18
41,7.2,3,5.8,1.6,Iris-virginica,10
41,7.4,2.8,6.1,1.9,Iris-virginica,10
41,7.9,3.8,6.4,2,Iris-virginica,5
41,6.4,2.8,5.6,2.2,Iris-virginica,18
41,6.3,2.8,5.1,1.5,Iris-virginica,4
41,6.1,2.6,5.6,1.4,Iris-virginica,7
41,7.7,3,6.1,2.3,Iris-virginica,5
41,6.3,3.4,5.6,2.4,Iris-virginica,30
41,6.4,3.1,5.5,1.8,Iris-virginica,17
41,6,3,4.8,1.8,Iris-virginica,0
41,6.9,3.1,5.4,2.1,Iris-virginica,40
41,6.7,3.1,5.6,2.4,Iris-virginica,8
41,6.9,3.1,5.1,2.3,Iris-virginica,40
41,5.8,2.7,5.1,1.9,Iris-virginica,22
41,6.8,3.2,5.9,2.3,Iris-virginica,8
41,6.7,3.3,5.7,2.5,Iris-virginica,8
41,6.7,3,5.2,2.3,Iris-virginica,40
41,6.3,2.5,5,1.9,Iris-virginica,0
41,6.5,3,5.2,2,Iris-virginica,37
41,6.2,3.4,5.4,2.3,Iris-virginica,30
41,5.9,3,5.1,1.8,Iris-virginica,22
42,5.1,3.5,1.4,0.2,Iris-setosa,9
42,4.9,3,1.4,0.2,Iris-setosa,10
42,4.7,3.2,1.3,0.2,Iris-setosa,24
42,4.6,3.1,1.5,0.2,Iris-setosa,10
42,5,3.6,1.4,0.2,Iris-setosa,39
42,5.4,3.9,1.7,0.4,Iris-setosa,27
42,4.6,3.4,1.4,0.3,Iris-setosa,24
42,5,3.4,1.5,0.2,Iris-setosa,39
42,4.4,2.9,1.4,0.2,Iris-setosa,15
42,4.9,3.1,1.5,0.1,Iris-setosa,10
42,5.4,3.7,1.5,0.2,Iris-setosa,31
42,4.8,3.4,1.6,0.2,Iris-setosa,33
42,4.8,3,1.4,0.1,Iris-setosa,10
42,4.3,3,1.1,0.1,Iris-setosa,15
42,5.8,4,1.2,0.2,Iris-setosa,26
42,5.7,4.4,1.5,0.4,Iris-setosa,2
42,5.4,3.9,1.3,0.4,Iris-setosa,31
